Data type,Month,Region,Scenario,Sub-Technology,To D,Value
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,6:30,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,6:30,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,7:00,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,7:00,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,7:30,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,7:30,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,8:00,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,8:00,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,8:30,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,8:30,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,9:00,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,9:00,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,9:30,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,9:30,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,10:00,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,10:00,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,10:30,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,10:30,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,11:00,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,11:00,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,11:30,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,11:30,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,12:00,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,12:00,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,12:30,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,12:30,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,13:00,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,13:00,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,13:30,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,13:30,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,14:00,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,14:00,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,14:30,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,14:30,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,15:00,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,15:00,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,15:30,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,15:30,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,16:00,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,16:00,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,16:30,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,16:30,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,17:00,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,17:00,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,17:30,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,17:30,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,18:00,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,18:00,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,18:30,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,18:30,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,19:00,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,19:00,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,19:30,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,19:30,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,20:00,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,20:00,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,20:30,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,20:30,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,21:00,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,21:00,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,21:30,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,21:30,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,22:00,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,22:00,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,22:30,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,22:30,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,23:00,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,23:00,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Geothermal,23:30,
Generation (GWh),11,Kansai,2025_Historical data,Geothermal,23:30,0:00
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,0:00,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,0:00,7:59
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,0:30,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,0:30,8:01
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,1:00,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,1:00,8:07
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,1:30,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,1:30,8:06
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,2:00,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,2:00,8:08
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,2:30,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,2:30,8:08
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,3:00,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,3:00,8:07
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,3:30,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,3:30,8:12
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,4:00,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,4:00,8:03
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,4:30,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,4:30,7:53
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,5:00,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,5:00,9:16
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,5:30,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,5:30,9:20
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,6:00,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,6:00,7:51
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,6:30,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,6:30,7:45
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,7:00,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,7:00,7:26
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,7:30,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,7:30,7:11
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,8:00,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,8:00,5:28
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,8:30,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,8:30,4:34
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,9:00,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,9:00,3:54
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,9:30,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,9:30,3:39
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,10:00,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,10:00,3:40
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,10:30,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,10:30,3:44
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,11:00,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,11:00,3:43
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,11:30,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,11:30,3:51
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,12:00,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,12:00,4:09
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,12:30,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,12:30,4:08
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,13:00,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,13:00,4:05
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,13:30,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,13:30,4:06
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,14:00,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,14:00,4:41
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,14:30,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,14:30,4:41
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,15:00,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,15:00,5:14
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,15:30,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,15:30,5:38
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,16:00,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,16:00,7:21
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,16:30,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,16:30,7:53
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,17:00,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,17:00,10:14
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,17:30,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,17:30,11:02
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,18:00,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,18:00,11:36
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,18:30,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,18:30,11:37
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,19:00,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,19:00,12:49
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,19:30,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,19:30,12:50
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,20:00,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,20:00,12:29
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,20:30,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,20:30,12:23
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,21:00,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,21:00,10:22
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,21:30,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,21:30,10:08
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,22:00,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,22:00,8:36
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,22:30,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,22:30,8:32
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,23:00,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,23:00,7:46
Curtailment (GWh),11,Kansai,2025_Historical data,Hydro,23:30,
Generation (GWh),11,Kansai,2025_Historical data,Hydro,23:30,7:42
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,0:00,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,0:00,7:53
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,0:30,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,0:30,7:07
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,1:00,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,1:00,7:00
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,1:30,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,1:30,7:35
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,2:00,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,2:00,8:11
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,2:30,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,2:30,8:44
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,3:00,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,3:00,8:29
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,3:30,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,3:30,8:39
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,4:00,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,4:00,8:30
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,4:30,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,4:30,9:01
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,5:00,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,5:00,8:39
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,5:30,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,5:30,8:35
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,6:00,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,6:00,8:54
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,6:30,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,6:30,8:22
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,7:00,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,7:00,8:39
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,7:30,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,7:30,8:34
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,8:00,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,8:00,7:09
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,8:30,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,8:30,6:01
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,9:00,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,9:00,5:34
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,9:30,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,9:30,5:49
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,10:00,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,10:00,5:29
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,10:30,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,10:30,5:58
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,11:00,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,11:00,5:56
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,11:30,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,11:30,5:54
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,12:00,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,12:00,6:01
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,12:30,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,12:30,6:01
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,13:00,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,13:00,6:00
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,13:30,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,13:30,6:03
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,14:00,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,14:00,5:57
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,14:30,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,14:30,5:54
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,15:00,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,15:00,6:12
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,15:30,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,15:30,7:34
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,16:00,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,16:00,8:54
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,16:30,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,16:30,9:02
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,17:00,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,17:00,9:00
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,17:30,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,17:30,8:38
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,18:00,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,18:00,8:11
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,18:30,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,18:30,8:42
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,19:00,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,19:00,8:42
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,19:30,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,19:30,8:21
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,20:00,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,20:00,8:23
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,20:30,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,20:30,8:24
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,21:00,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,21:00,8:19
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,21:30,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,21:30,8:11
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,22:00,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,22:00,7:04
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,22:30,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,22:30,5:56
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,23:00,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,23:00,5:16
Curtailment (GWh),11,Kansai,2025_Historical data,Other Thermal,23:30,
Generation (GWh),11,Kansai,2025_Historical data,Other Thermal,23:30,5:11
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,0:00,
Generation (GWh),11,Kansai,2025_Historical data,Oil,0:00,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,0:30,
Generation (GWh),11,Kansai,2025_Historical data,Oil,0:30,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,1:00,
Generation (GWh),11,Kansai,2025_Historical data,Oil,1:00,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,1:30,
Generation (GWh),11,Kansai,2025_Historical data,Oil,1:30,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,2:00,
Generation (GWh),11,Kansai,2025_Historical data,Oil,2:00,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,2:30,
Generation (GWh),11,Kansai,2025_Historical data,Oil,2:30,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,3:00,
Generation (GWh),11,Kansai,2025_Historical data,Oil,3:00,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,3:30,
Generation (GWh),11,Kansai,2025_Historical data,Oil,3:30,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,4:00,
Generation (GWh),11,Kansai,2025_Historical data,Oil,4:00,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,4:30,
Generation (GWh),11,Kansai,2025_Historical data,Oil,4:30,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,5:00,
Generation (GWh),11,Kansai,2025_Historical data,Oil,5:00,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,5:30,
Generation (GWh),11,Kansai,2025_Historical data,Oil,5:30,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,6:00,
Generation (GWh),11,Kansai,2025_Historical data,Oil,6:00,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,6:30,
Generation (GWh),11,Kansai,2025_Historical data,Oil,6:30,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,7:00,
Generation (GWh),11,Kansai,2025_Historical data,Oil,7:00,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,7:30,
Generation (GWh),11,Kansai,2025_Historical data,Oil,7:30,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,8:00,
Generation (GWh),11,Kansai,2025_Historical data,Oil,8:00,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,8:30,
Generation (GWh),11,Kansai,2025_Historical data,Oil,8:30,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,9:00,
Generation (GWh),11,Kansai,2025_Historical data,Oil,9:00,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,9:30,
Generation (GWh),11,Kansai,2025_Historical data,Oil,9:30,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,10:00,
Generation (GWh),11,Kansai,2025_Historical data,Oil,10:00,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,10:30,
Generation (GWh),11,Kansai,2025_Historical data,Oil,10:30,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,11:00,
Generation (GWh),11,Kansai,2025_Historical data,Oil,11:00,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,11:30,
Generation (GWh),11,Kansai,2025_Historical data,Oil,11:30,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,12:00,
Generation (GWh),11,Kansai,2025_Historical data,Oil,12:00,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,12:30,
Generation (GWh),11,Kansai,2025_Historical data,Oil,12:30,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,13:00,
Generation (GWh),11,Kansai,2025_Historical data,Oil,13:00,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,13:30,
Generation (GWh),11,Kansai,2025_Historical data,Oil,13:30,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,14:00,
Generation (GWh),11,Kansai,2025_Historical data,Oil,14:00,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,14:30,
Generation (GWh),11,Kansai,2025_Historical data,Oil,14:30,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,15:00,
Generation (GWh),11,Kansai,2025_Historical data,Oil,15:00,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,15:30,
Generation (GWh),11,Kansai,2025_Historical data,Oil,15:30,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,16:00,
Generation (GWh),11,Kansai,2025_Historical data,Oil,16:00,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,16:30,
Generation (GWh),11,Kansai,2025_Historical data,Oil,16:30,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,17:00,
Generation (GWh),11,Kansai,2025_Historical data,Oil,17:00,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,17:30,
Generation (GWh),11,Kansai,2025_Historical data,Oil,17:30,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,18:00,
Generation (GWh),11,Kansai,2025_Historical data,Oil,18:00,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,18:30,
Generation (GWh),11,Kansai,2025_Historical data,Oil,18:30,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,19:00,
Generation (GWh),11,Kansai,2025_Historical data,Oil,19:00,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,19:30,
Generation (GWh),11,Kansai,2025_Historical data,Oil,19:30,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,20:00,
Generation (GWh),11,Kansai,2025_Historical data,Oil,20:00,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,20:30,
Generation (GWh),11,Kansai,2025_Historical data,Oil,20:30,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,21:00,
Generation (GWh),11,Kansai,2025_Historical data,Oil,21:00,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,21:30,
Generation (GWh),11,Kansai,2025_Historical data,Oil,21:30,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,22:00,
Generation (GWh),11,Kansai,2025_Historical data,Oil,22:00,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,22:30,
Generation (GWh),11,Kansai,2025_Historical data,Oil,22:30,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,23:00,
Generation (GWh),11,Kansai,2025_Historical data,Oil,23:00,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,Oil,23:30,
Generation (GWh),11,Kansai,2025_Historical data,Oil,23:30,0:03
Curtailment (GWh),11,Kansai,2025_Historical data,LNG,0:00,
Generation (GWh),11,Kansai,2025_Historical data,LNG,0:00,2:06
Curtailment (GWh),11,Kansai,2025_Historical data,LNG,0:30,
Generation (GWh),11,Kansai,2025_Historical data,LNG,0:30,3:17
Curtailment (GWh),11,Kansai,2025_Historical data,LNG,1:00,
Generation (GWh),11,Kansai,2025_Historical data,LNG,1:00,5:09
Curtailment (GWh),11,Kansai,2025_Historical data,LNG,1:30,
Generation (GWh),11,Kansai,2025_Historical data,LNG,1:30,6:45
Curtailment (GWh),11,Kansai,2025_Historical data,LNG,2:00,
Generation (GWh),11,Kansai,2025_Historical data,LNG,2:00,9:36
Curtailment (GWh),11,Kansai,2025_Historical data,LNG,2:30,
Generation (GWh),11,Kansai,2025_Historical data,LNG,2:30,6:24
Curtailment (GWh),11,Kansai,2025_Historical data,LNG,3:00,
Generation (GWh),11,Kansai,2025_Historical data,LNG,3:00,7:54
Curtailment (GWh),11,Kansai,2025_Historical data,LNG,3:30,
Generation (GWh),11,Kansai,2025_Historical data,LNG,3:30,2:51
Curtailment (GWh),11,Kansai,2025_Historical data,LNG,4:00,
Generation (GWh),11,Kansai,2025_Historical data,LNG,4:00,4:52
Curtailment (GWh),11,Kansai,2025_Historical data,LNG,4:30,
Generation (GWh),11,Kansai,2025_Historical data,LNG,4:30,5:48
Curtailment (GWh),11,Kansai,2025_Historical data,LNG,5:00,
Generation (GWh),11,Kansai,2025_Historical data,LNG,5:00,2:06
Curtailment (GWh),11,Kansai,2025_Historical data,LNG,5:30,
Generation (GWh),11,Kansai,2025_Historical data,LNG,5:30,23:16
Curtailment (GWh),11,Kansai,2025_Historical data,LNG,6:00,
Generation (GWh),11,Kansai,2025_Historical data,LNG,6:00,23:18
Curtailment (GWh),11,Kansai,2025_Historical data,LNG,6:30,
Generation (GWh),11,Kansai,2025_Historical data,LNG,6:30,20:26
Curtailment (GWh),11,Kansai,2025_Historical data,LNG,7:00,
Generation (GWh),11,Kansai,2025_Historical data,LNG,7:00,18:09
Curtailment (GWh),11,Kansai,2025_Historical data,LNG,7:30,
